"","V1","V2","Bin","bin","Database","ARO.Accession","CVTERM.ID","Model.Sequence.ID","Model.ID","Model.Name","ARO.Name","Protein.Accession","DNA.Accession","AMR.Gene.Family","Drug.Class","Resistance.Mechanism","CARD.Short.Name"
"168","IHAEGOAK_02598","gb|AAA50993.1|ARO:3003368|Ecol_EFTu_KIR","5final_SemiBin_13.fa_PROKKA_07062024.faa.CARDbins.txt","5final_SemiBin_13.fa","CARD-ARGs","ARO:3003368",39952,3531,2137,"Escherichia coli EF-Tu mutants conferring resistance to kirromycin","Escherichia coli EF-Tu mutants conferring resistance to kirromycin","AAA50993.1","AH002539.2","elfamycin resistant EF-Tu","elfamycin antibiotic","antibiotic target alteration","Ecol_EFTu_KIR"
"169","MGBGMOFD_00950","gb|AHA41505.1|ARO:3002930|vanR_in_vanO_cl","5final_SemiBin_15.fa_PROKKA_07062024.faa.CARDbins.txt","5final_SemiBin_15.fa","CARD-ARGs","ARO:3002930",39364,4685,1689,"vanR gene in vanO cluster","vanR gene in vanO cluster","AHA41505.1","KF478993.1","glycopeptide resistance gene cluster;vanR","glycopeptide antibiotic","antibiotic target alteration","vanR_in_vanO_cl"
"170","LHMILHBE_01752","gb|NP_215196.1|ARO:3003395|Mtub_rpsL_STR","5final_SemiBin_2.fa_PROKKA_07062024.faa.CARDbins.txt","5final_SemiBin_2.fa","CARD-ARGs","ARO:3003395",39979,8803,1197,"Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin","Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin","NP_215196.1","NC_000962.3","antibiotic-resistant rpsL","aminoglycoside antibiotic","antibiotic target alteration","Mtub_rpsL_STR"
"171","LHMILHBE_03449","gb|AAC75136.1|ARO:3000793|mdtB","5final_SemiBin_2.fa_PROKKA_07062024.faa.CARDbins.txt","5final_SemiBin_2.fa","CARD-ARGs","ARO:3000793",37173,215,820,"mdtB","mdtB","AAC75136.1","U00096.1","resistance-nodulation-cell division (RND) antibiotic efflux pump","aminocoumarin antibiotic","antibiotic efflux","mdtB"
"172","LMKCHCPN_00140","gb|NP_215196.1|ARO:3003395|Mtub_rpsL_STR","5final_SemiBin_20.fa_PROKKA_07062024.faa.CARDbins.txt","5final_SemiBin_20.fa","CARD-ARGs","ARO:3003395",39979,8803,1197,"Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin","Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin","NP_215196.1","NC_000962.3","antibiotic-resistant rpsL","aminoglycoside antibiotic","antibiotic target alteration","Mtub_rpsL_STR"
"173","LMKCHCPN_00714","gb|ABK64957.1|ARO:3007473|Mavi_gyrA_FLO","5final_SemiBin_20.fa_PROKKA_07062024.faa.CARDbins.txt","5final_SemiBin_20.fa","CARD-ARGs","ARO:3007473",46239,8678,5956,"Mycobacterium avium gyrA with mutation conferring resistance to fluoroquinolone","Mycobacterium avium gyrA with mutation conferring resistance to fluoroquinolone","ABK64957.1","CP000479.1","fluoroquinolone resistant gyrA","fluoroquinolone antibiotic;nybomycin-like antibiotic","antibiotic target alteration","Mavi_gyrA_FLO"
"174","LMKCHCPN_00835","gb|NP_217051.1|ARO:3007692|Mtub_Rv2535_BDQ","5final_SemiBin_20.fa_PROKKA_07062024.faa.CARDbins.txt","5final_SemiBin_20.fa","CARD-ARGs","ARO:3007692",46479,8741,6012,"Mycobacterium tuberculosis Rv2535c with mutation conferring resistance to bedaquiline","Mycobacterium tuberculosis Rv2535c with mutation conferring resistance to bedaquiline","NP_217051.1","NC_000962.3","bedaquiline resistant Rv2535c","diarylquinoline antibiotic;fluoroquinolone antibiotic","antibiotic target alteration","Mtub_Rv2535_BDQ"
"175","BKEHJMAC_02721","gb|AFK57679.1|ARO:3003438|Efac_EFTu_GE2A","5final_SemiBin_22.fa_PROKKA_07062024.faa.CARDbins.txt","5final_SemiBin_22.fa","CARD-ARGs","ARO:3003438",40022,5307,2108,"Enterococcus faecium EF-Tu mutants conferring resistance to GE2270A","Enterococcus faecium EF-Tu mutants conferring resistance to GE2270A","AFK57679.1","CP003583.1","elfamycin resistant EF-Tu","elfamycin antibiotic","antibiotic target alteration","Efac_EFTu_GE2A"
"176","BKEHJMAC_03153","gb|AAA50993.1|ARO:3003368|Ecol_EFTu_KIR","5final_SemiBin_22.fa_PROKKA_07062024.faa.CARDbins.txt","5final_SemiBin_22.fa","CARD-ARGs","ARO:3003368",39952,3531,2137,"Escherichia coli EF-Tu mutants conferring resistance to kirromycin","Escherichia coli EF-Tu mutants conferring resistance to kirromycin","AAA50993.1","AH002539.2","elfamycin resistant EF-Tu","elfamycin antibiotic","antibiotic target alteration","Ecol_EFTu_KIR"
"177","OGHMJBOH_00190","gb|AFK57679.1|ARO:3003438|Efac_EFTu_GE2A","5final_SemiBin_3.fa_PROKKA_07062024.faa.CARDbins.txt","5final_SemiBin_3.fa","CARD-ARGs","ARO:3003438",40022,5307,2108,"Enterococcus faecium EF-Tu mutants conferring resistance to GE2270A","Enterococcus faecium EF-Tu mutants conferring resistance to GE2270A","AFK57679.1","CP003583.1","elfamycin resistant EF-Tu","elfamycin antibiotic","antibiotic target alteration","Efac_EFTu_GE2A"
"178","OGHMJBOH_00193","gb|NP_215196.1|ARO:3003395|Mtub_rpsL_STR","5final_SemiBin_3.fa_PROKKA_07062024.faa.CARDbins.txt","5final_SemiBin_3.fa","CARD-ARGs","ARO:3003395",39979,8803,1197,"Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin","Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin","NP_215196.1","NC_000962.3","antibiotic-resistant rpsL","aminoglycoside antibiotic","antibiotic target alteration","Mtub_rpsL_STR"
"179","LPCEOKNL_00916","gb|AAB39605.1|ARO:3003361|Pros_EFTu_GE2A","5final_SemiBin_31.fa_PROKKA_07062024.faa.CARDbins.txt","5final_SemiBin_31.fa","CARD-ARGs","ARO:3003361",39945,3512,2257,"Planobispora rosea EF-Tu mutants conferring resistance to inhibitor GE2270A","Planobispora rosea EF-Tu mutants conferring resistance to inhibitor GE2270A","AAB39605.1","U67308.1","elfamycin resistant EF-Tu","elfamycin antibiotic","antibiotic target alteration","Pros_EFTu_GE2A"
"180","LPCEOKNL_01350","gb|NP_215821.1|ARO:3007854|Mtub_atpE_BDQ","5final_SemiBin_31.fa_PROKKA_07062024.faa.CARDbins.txt","5final_SemiBin_31.fa","CARD-ARGs","ARO:3007854",46644,8894,6071,"Mycobacterium tuberculosis atpE with mutation conferring resistance to bedaquiline","Mycobacterium tuberculosis atpE with mutation conferring resistance to bedaquiline","NP_215821.1","NC_000962.3","antibiotic resistant ATP synthase","diarylquinoline antibiotic","antibiotic target alteration","Mtub_atpE_BDQ"
"181","LOIOMGFF_00419","gb|NP_216424.1|ARO:3003392|Mtub_katG_INH","5final_SemiBin_37.fa_PROKKA_07062024.faa.CARDbins.txt","5final_SemiBin_37.fa","CARD-ARGs","ARO:3003392",39976,8833,1176,"Mycobacterium tuberculosis katG mutations conferring resistance to isoniazid","Mycobacterium tuberculosis katG mutations conferring resistance to isoniazid","NP_216424.1","NC_000962.3","isoniazid resistant katG","isoniazid-like antibiotic","antibiotic target alteration","Mtub_katG_INH"
"182","MPOKECOG_00143","gb|AAA50993.1|ARO:3003368|Ecol_EFTu_KIR","5final_SemiBin_38.fa_PROKKA_07062024.faa.CARDbins.txt","5final_SemiBin_38.fa","CARD-ARGs","ARO:3003368",39952,3531,2137,"Escherichia coli EF-Tu mutants conferring resistance to kirromycin","Escherichia coli EF-Tu mutants conferring resistance to kirromycin","AAA50993.1","AH002539.2","elfamycin resistant EF-Tu","elfamycin antibiotic","antibiotic target alteration","Ecol_EFTu_KIR"
"183","MPOKECOG_01385","gb|NP_215196.1|ARO:3003395|Mtub_rpsL_STR","5final_SemiBin_38.fa_PROKKA_07062024.faa.CARDbins.txt","5final_SemiBin_38.fa","CARD-ARGs","ARO:3003395",39979,8803,1197,"Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin","Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin","NP_215196.1","NC_000962.3","antibiotic-resistant rpsL","aminoglycoside antibiotic","antibiotic target alteration","Mtub_rpsL_STR"
"184","JFJKAJHH_00352","gb|AAA50993.1|ARO:3003368|Ecol_EFTu_KIR","5final_SemiBin_8.fa_PROKKA_07062024.faa.CARDbins.txt","5final_SemiBin_8.fa","CARD-ARGs","ARO:3003368",39952,3531,2137,"Escherichia coli EF-Tu mutants conferring resistance to kirromycin","Escherichia coli EF-Tu mutants conferring resistance to kirromycin","AAA50993.1","AH002539.2","elfamycin resistant EF-Tu","elfamycin antibiotic","antibiotic target alteration","Ecol_EFTu_KIR"
"185","NHBBOMPF_00080","gb|NP_215196.1|ARO:3003395|Mtub_rpsL_STR","6final_SemiBin_11.fa_PROKKA_07062024.faa.CARDbins.txt","6final_SemiBin_11.fa","CARD-ARGs","ARO:3003395",39979,8803,1197,"Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin","Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin","NP_215196.1","NC_000962.3","antibiotic-resistant rpsL","aminoglycoside antibiotic","antibiotic target alteration","Mtub_rpsL_STR"
"186","DIIBPOJI_00283","gb|AAB39605.1|ARO:3003361|Pros_EFTu_GE2A","6final_SemiBin_12.fa_PROKKA_07062024.faa.CARDbins.txt","6final_SemiBin_12.fa","CARD-ARGs","ARO:3003361",39945,3512,2257,"Planobispora rosea EF-Tu mutants conferring resistance to inhibitor GE2270A","Planobispora rosea EF-Tu mutants conferring resistance to inhibitor GE2270A","AAB39605.1","U67308.1","elfamycin resistant EF-Tu","elfamycin antibiotic","antibiotic target alteration","Pros_EFTu_GE2A"
"187","DIIBPOJI_00348","gb|AAB39605.1|ARO:3003361|Pros_EFTu_GE2A","6final_SemiBin_12.fa_PROKKA_07062024.faa.CARDbins.txt","6final_SemiBin_12.fa","CARD-ARGs","ARO:3003361",39945,3512,2257,"Planobispora rosea EF-Tu mutants conferring resistance to inhibitor GE2270A","Planobispora rosea EF-Tu mutants conferring resistance to inhibitor GE2270A","AAB39605.1","U67308.1","elfamycin resistant EF-Tu","elfamycin antibiotic","antibiotic target alteration","Pros_EFTu_GE2A"
"188","DIIBPOJI_00355","gb|NP_215196.1|ARO:3003395|Mtub_rpsL_STR","6final_SemiBin_12.fa_PROKKA_07062024.faa.CARDbins.txt","6final_SemiBin_12.fa","CARD-ARGs","ARO:3003395",39979,8803,1197,"Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin","Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin","NP_215196.1","NC_000962.3","antibiotic-resistant rpsL","aminoglycoside antibiotic","antibiotic target alteration","Mtub_rpsL_STR"
"189","DHCCGEIO_00165","gb|NP_215196.1|ARO:3003395|Mtub_rpsL_STR","6final_SemiBin_13.fa_PROKKA_07062024.faa.CARDbins.txt","6final_SemiBin_13.fa","CARD-ARGs","ARO:3003395",39979,8803,1197,"Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin","Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin","NP_215196.1","NC_000962.3","antibiotic-resistant rpsL","aminoglycoside antibiotic","antibiotic target alteration","Mtub_rpsL_STR"
"190","KBIJPGLP_00740","gb|YP_177995.1|ARO:3004957|Mtub_clpC1_PZA","6final_SemiBin_15.fa_PROKKA_07062024.faa.CARDbins.txt","6final_SemiBin_15.fa","CARD-ARGs","ARO:3004957",43143,8823,3705,"Mycobacterium tuberculosis clpC1 with mutation conferring resistance to pyrazinamide","Mycobacterium tuberculosis clpC1 with mutation conferring resistance to pyrazinamide","YP_177995.1","NC_000962.3","pyrazinamide resistant clpC1","pyrazine antibiotic","antibiotic target alteration","Mtub_clpC1_PZA"
"191","BFPBLHFJ_00800","gb|NP_215196.1|ARO:3003395|Mtub_rpsL_STR","6final_SemiBin_18.fa_PROKKA_07062024.faa.CARDbins.txt","6final_SemiBin_18.fa","CARD-ARGs","ARO:3003395",39979,8803,1197,"Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin","Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin","NP_215196.1","NC_000962.3","antibiotic-resistant rpsL","aminoglycoside antibiotic","antibiotic target alteration","Mtub_rpsL_STR"
"192","MGPGPGFJ_01348","gb|YP_177995.1|ARO:3004957|Mtub_clpC1_PZA","6final_SemiBin_22.fa_PROKKA_07062024.faa.CARDbins.txt","6final_SemiBin_22.fa","CARD-ARGs","ARO:3004957",43143,8823,3705,"Mycobacterium tuberculosis clpC1 with mutation conferring resistance to pyrazinamide","Mycobacterium tuberculosis clpC1 with mutation conferring resistance to pyrazinamide","YP_177995.1","NC_000962.3","pyrazinamide resistant clpC1","pyrazine antibiotic","antibiotic target alteration","Mtub_clpC1_PZA"
"193","PMOAHBGC_00203","gb|AAF67494.2|ARO:3002522|novA","6final_SemiBin_27.fa_PROKKA_07062024.faa.CARDbins.txt","6final_SemiBin_27.fa","CARD-ARGs","ARO:3002522",38922,8215,1210,"novA","novA","AAF67494.2","AF170880.4","ATP-binding cassette (ABC) antibiotic efflux pump","aminocoumarin antibiotic","antibiotic efflux","novA"
"194","PMOAHBGC_00874","gb|NP_215196.1|ARO:3003395|Mtub_rpsL_STR","6final_SemiBin_27.fa_PROKKA_07062024.faa.CARDbins.txt","6final_SemiBin_27.fa","CARD-ARGs","ARO:3003395",39979,8803,1197,"Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin","Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin","NP_215196.1","NC_000962.3","antibiotic-resistant rpsL","aminoglycoside antibiotic","antibiotic target alteration","Mtub_rpsL_STR"
"195","PMOAHBGC_01385","gb|NP_214520.1|ARO:3003295|Mtub_gyrA_FLO","6final_SemiBin_27.fa_PROKKA_07062024.faa.CARDbins.txt","6final_SemiBin_27.fa","CARD-ARGs","ARO:3003295",39879,8820,1935,"Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones","Mycobacterium tuberculosis gyrA conferring resistance to fluoroquinolones","NP_214520.1","NC_000962.3","fluoroquinolone resistant gyrA","fluoroquinolone antibiotic;nybomycin-like antibiotic","antibiotic target alteration","Mtub_gyrA_FLO"
"196","PMOAHBGC_01783","gb|AAB39605.1|ARO:3003361|Pros_EFTu_GE2A","6final_SemiBin_27.fa_PROKKA_07062024.faa.CARDbins.txt","6final_SemiBin_27.fa","CARD-ARGs","ARO:3003361",39945,3512,2257,"Planobispora rosea EF-Tu mutants conferring resistance to inhibitor GE2270A","Planobispora rosea EF-Tu mutants conferring resistance to inhibitor GE2270A","AAB39605.1","U67308.1","elfamycin resistant EF-Tu","elfamycin antibiotic","antibiotic target alteration","Pros_EFTu_GE2A"
"197","LADBFFGO_00133","gb|CAB11883.2|ARO:3007073|Bsub_rpoB_RIF","6final_SemiBin_31.fa_PROKKA_07062024.faa.CARDbins.txt","6final_SemiBin_31.fa","CARD-ARGs","ARO:3007073",45635,8438,5767,"Bacillus subtilis rpoB mutants conferring resistance to rifampin","Bacillus subtilis rpoB mutants conferring resistance to rifampin","CAB11883.2","AL009126.3","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)","peptide antibiotic;rifamycin antibiotic","antibiotic target alteration;antibiotic target replacement","Bsub_rpoB_RIF"
"198","APLFEPIO_00148","gb|NP_216146.1|ARO:3004721|Mtub_rpsA_PZA","6final_SemiBin_32.fa_PROKKA_07062024.faa.CARDbins.txt","6final_SemiBin_32.fa","CARD-ARGs","ARO:3004721",42776,8802,3403,"Mycobacterium tuberculosis rpsA mutations conferring resistance to pyrazinamide","Mycobacterium tuberculosis rpsA mutations conferring resistance to pyrazinamide","NP_216146.1","NC_000962.3","pyrazinamide resistant rpsA","pyrazine antibiotic","antibiotic target alteration","Mtub_rpsA_PZA"
"199","GMMDBOBN_02645","gb|AAB39605.1|ARO:3003361|Pros_EFTu_GE2A","6final_SemiBin_4.fa_PROKKA_07062024.faa.CARDbins.txt","6final_SemiBin_4.fa","CARD-ARGs","ARO:3003361",39945,3512,2257,"Planobispora rosea EF-Tu mutants conferring resistance to inhibitor GE2270A","Planobispora rosea EF-Tu mutants conferring resistance to inhibitor GE2270A","AAB39605.1","U67308.1","elfamycin resistant EF-Tu","elfamycin antibiotic","antibiotic target alteration","Pros_EFTu_GE2A"
"200","BEOADDOE_00179","gb|YP_177995.1|ARO:3004957|Mtub_clpC1_PZA","6final_SemiBin_5.fa_PROKKA_07062024.faa.CARDbins.txt","6final_SemiBin_5.fa","CARD-ARGs","ARO:3004957",43143,8823,3705,"Mycobacterium tuberculosis clpC1 with mutation conferring resistance to pyrazinamide","Mycobacterium tuberculosis clpC1 with mutation conferring resistance to pyrazinamide","YP_177995.1","NC_000962.3","pyrazinamide resistant clpC1","pyrazine antibiotic","antibiotic target alteration","Mtub_clpC1_PZA"
"201","BEOADDOE_01390","gb|CAG39573.1|ARO:3003735|Saur_fusA_FA","6final_SemiBin_5.fa_PROKKA_07062024.faa.CARDbins.txt","6final_SemiBin_5.fa","CARD-ARGs","ARO:3003735",40390,3510,2254,"Staphylococcus aureus fusA with mutation conferring resistance to fusidic acid","Staphylococcus aureus fusA with mutation conferring resistance to fusidic acid","CAG39573.1","BX571856.1","antibiotic resistant fusA","fusidane antibiotic","antibiotic target alteration","Saur_fusA_FA"
"202","GOKOFOOO_01309","gb|YP_177995.1|ARO:3004957|Mtub_clpC1_PZA","6final_SemiBin_6.fa_PROKKA_07062024.faa.CARDbins.txt","6final_SemiBin_6.fa","CARD-ARGs","ARO:3004957",43143,8823,3705,"Mycobacterium tuberculosis clpC1 with mutation conferring resistance to pyrazinamide","Mycobacterium tuberculosis clpC1 with mutation conferring resistance to pyrazinamide","YP_177995.1","NC_000962.3","pyrazinamide resistant clpC1","pyrazine antibiotic","antibiotic target alteration","Mtub_clpC1_PZA"
"203","GOKOFOOO_01996","gb|YP_177995.1|ARO:3004957|Mtub_clpC1_PZA","6final_SemiBin_6.fa_PROKKA_07062024.faa.CARDbins.txt","6final_SemiBin_6.fa","CARD-ARGs","ARO:3004957",43143,8823,3705,"Mycobacterium tuberculosis clpC1 with mutation conferring resistance to pyrazinamide","Mycobacterium tuberculosis clpC1 with mutation conferring resistance to pyrazinamide","YP_177995.1","NC_000962.3","pyrazinamide resistant clpC1","pyrazine antibiotic","antibiotic target alteration","Mtub_clpC1_PZA"
"204","BDCBGDCE_00315","gb|YP_177995.1|ARO:3004957|Mtub_clpC1_PZA","6final_SemiBin_8.fa_PROKKA_07062024.faa.CARDbins.txt","6final_SemiBin_8.fa","CARD-ARGs","ARO:3004957",43143,8823,3705,"Mycobacterium tuberculosis clpC1 with mutation conferring resistance to pyrazinamide","Mycobacterium tuberculosis clpC1 with mutation conferring resistance to pyrazinamide","YP_177995.1","NC_000962.3","pyrazinamide resistant clpC1","pyrazine antibiotic","antibiotic target alteration","Mtub_clpC1_PZA"
"205","GJNLKJHO_00258","gb|NP_215196.1|ARO:3003395|Mtub_rpsL_STR","7final_SemiBin_0.fa_PROKKA_07062024.faa.CARDbins.txt","7final_SemiBin_0.fa","CARD-ARGs","ARO:3003395",39979,8803,1197,"Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin","Mycobacterium tuberculosis rpsL mutations conferring resistance to Streptomycin","NP_215196.1","NC_000962.3","antibiotic-resistant rpsL","aminoglycoside antibiotic","antibiotic target alteration","Mtub_rpsL_STR"
"206","GJNLKJHO_00259","gb|AJP09758.1|ARO:3004681|Cdif_rpoC_VAN","7final_SemiBin_0.fa_PROKKA_07062024.faa.CARDbins.txt","7final_SemiBin_0.fa","CARD-ARGs","ARO:3004681",42730,5565,3380,"Clostridioides difficile rpoC with mutation conferring resistance to vancomycin","Clostridioides difficile rpoC with mutation conferring resistance to vancomycin","AJP09758.1","CP010905.2","vancomycin-resistant beta prime subunit of RNA polymerase (rpoC)","glycopeptide antibiotic","antibiotic target alteration","Cdif_rpoC_VAN"
